ID,n_adults,n_children,meal_plan,car_parking_space,room_type,lead_time,year,month,date,avg_room_price
INN25979,2,0,Meal Plan 1,0,Room_Type 1,127,2018,12,29,84.15
INN25980,2,0,Meal Plan 1,0,Room_Type 1,13,2018,10,10,159
INN25981,2,0,Not Selected,0,Room_Type 1,1,2018,12,31,140
INN25982,1,0,Meal Plan 1,0,Room_Type 1,188,2018,6,15,130
INN25983,3,0,Meal Plan 1,0,Room_Type 4,91,2018,10,23,113.7
INN25984,2,0,Meal Plan 1,0,Room_Type 1,189,2018,10,22,70.44
INN25985,2,0,Meal Plan 2,0,Room_Type 1,39,2018,6,18,115.5
INN25986,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,110
INN25987,2,0,Not Selected,0,Room_Type 4,4,2018,10,24,110.71
INN25988,1,0,Meal Plan 1,0,Room_Type 1,273,2018,9,30,100.8
INN25989,2,0,Meal Plan 1,1,Room_Type 1,9,2018,11,11,0
INN25990,2,0,Meal Plan 1,0,Room_Type 1,270,2018,4,20,62.8
INN25991,2,0,Meal Plan 1,0,Room_Type 1,20,2018,2,7,93
INN25992,2,1,Meal Plan 1,0,Room_Type 2,186,2018,8,26,83.83
INN25993,2,0,Not Selected,0,Room_Type 1,15,2017,12,27,66
INN25994,2,0,Meal Plan 1,0,Room_Type 1,11,2018,11,5,130
INN25995,1,0,Meal Plan 1,0,Room_Type 1,7,2018,8,27,134
INN25996,2,0,Meal Plan 1,0,Room_Type 4,130,2018,3,25,123.67
INN25997,3,0,Meal Plan 1,0,Room_Type 5,15,2018,12,27,140
INN25998,2,0,Meal Plan 2,0,Room_Type 1,39,2017,8,14,109
INN25999,2,0,Meal Plan 1,0,Room_Type 2,124,2018,4,12,82.13
INN26000,2,0,Meal Plan 1,0,Room_Type 1,92,2018,3,26,100
INN26001,2,0,Not Selected,0,Room_Type 1,41,2018,2,12,67.5
INN26002,2,0,Meal Plan 1,0,Room_Type 1,64,2018,9,28,101.52
INN26003,2,0,Meal Plan 1,0,Room_Type 1,90,2018,4,4,82.45
INN26004,2,0,Meal Plan 1,0,Room_Type 1,3,2018,3,2,101
INN26005,2,0,Meal Plan 1,1,Room_Type 1,153,2018,6,4,115.2
INN26006,2,0,Meal Plan 1,0,Room_Type 1,101,2018,4,6,90.3
INN26007,1,0,Meal Plan 2,0,Room_Type 1,74,2017,9,18,87
INN26008,2,0,Meal Plan 1,0,Room_Type 1,30,2018,6,2,140
INN26009,2,1,Meal Plan 1,0,Room_Type 1,75,2018,9,16,152.1
INN26010,2,0,Meal Plan 1,0,Room_Type 4,96,2018,10,26,93.96
INN26011,2,1,Not Selected,0,Room_Type 1,173,2018,7,8,94.5
INN26012,1,0,Meal Plan 1,0,Room_Type 4,26,2018,12,5,87.78
INN26013,2,0,Meal Plan 1,0,Room_Type 1,10,2017,12,23,87
INN26014,2,0,Meal Plan 1,0,Room_Type 2,268,2018,8,6,96.25
INN26015,2,0,Meal Plan 1,0,Room_Type 1,138,2017,7,29,58.9
INN26016,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,23,164
INN26017,2,0,Meal Plan 2,0,Room_Type 2,117,2017,8,1,89.75
INN26018,2,0,Meal Plan 1,0,Room_Type 1,229,2018,10,27,70.44
INN26019,2,0,Meal Plan 2,0,Room_Type 1,124,2017,8,8,94.5
INN26020,2,1,Meal Plan 1,0,Room_Type 1,32,2018,4,11,121.5
INN26021,2,0,Meal Plan 2,0,Room_Type 1,34,2017,9,23,224.67
INN26022,2,0,Not Selected,0,Room_Type 1,80,2017,9,3,62.83
INN26023,1,0,Meal Plan 1,0,Room_Type 1,172,2018,6,24,95
INN26024,2,0,Not Selected,0,Room_Type 1,1,2018,5,8,56.47
INN26025,1,0,Meal Plan 1,0,Room_Type 1,103,2018,4,19,115
INN26026,2,0,Not Selected,0,Room_Type 1,14,2018,11,18,89
INN26027,2,0,Meal Plan 1,0,Room_Type 1,80,2017,7,31,63.46
INN26028,2,0,Meal Plan 1,0,Room_Type 1,314,2018,10,12,75
INN26029,2,0,Meal Plan 1,0,Room_Type 1,84,2018,3,27,90.3
INN26030,3,0,Meal Plan 1,0,Room_Type 4,176,2018,9,1,159.3
INN26031,2,0,Meal Plan 1,0,Room_Type 1,205,2018,7,22,90.95
INN26032,2,0,Meal Plan 1,0,Room_Type 1,144,2018,9,22,129.6
INN26033,2,0,Meal Plan 1,0,Room_Type 1,298,2018,5,10,75
INN26034,2,0,Meal Plan 1,0,Room_Type 1,179,2018,10,27,90.9
INN26035,1,0,Not Selected,0,Room_Type 1,12,2018,11,12,71.87
INN26036,2,0,Not Selected,0,Room_Type 1,2,2018,6,9,109
INN26037,1,0,Meal Plan 1,0,Room_Type 1,245,2018,7,6,110
INN26038,2,0,Meal Plan 1,0,Room_Type 1,233,2018,10,14,90
INN26039,2,0,Meal Plan 1,0,Room_Type 4,142,2018,6,20,107
INN26040,2,0,Meal Plan 1,0,Room_Type 1,0,2018,4,13,80.39
INN26041,2,0,Not Selected,0,Room_Type 1,24,2017,10,8,114
INN26042,2,0,Not Selected,0,Room_Type 1,109,2018,7,7,103.5
INN26043,2,0,Meal Plan 2,0,Room_Type 1,116,2018,12,24,124.3
INN26044,2,2,Meal Plan 1,0,Room_Type 6,145,2018,8,8,184.95
INN26045,2,0,Not Selected,0,Room_Type 1,65,2018,11,13,88
INN26046,2,0,Meal Plan 1,0,Room_Type 1,21,2018,8,29,124.25
INN26047,2,0,Meal Plan 1,0,Room_Type 1,0,2017,8,8,98
INN26048,2,0,Meal Plan 1,0,Room_Type 1,18,2018,5,29,98.6
INN26049,2,0,Meal Plan 1,1,Room_Type 4,4,2018,2,13,115
INN26050,2,2,Meal Plan 1,0,Room_Type 5,117,2018,4,29,123.62
INN26051,2,0,Not Selected,0,Room_Type 1,20,2018,1,30,75
INN26052,2,0,Not Selected,0,Room_Type 1,33,2018,8,29,103.05
INN26053,2,0,Not Selected,0,Room_Type 1,38,2018,3,24,88.2
INN26054,2,0,Meal Plan 1,0,Room_Type 1,152,2018,4,12,75
INN26055,2,0,Not Selected,0,Room_Type 1,31,2018,11,27,88
INN26056,3,0,Meal Plan 1,0,Room_Type 1,157,2018,8,10,155.7
INN26057,2,0,Meal Plan 1,0,Room_Type 1,4,2017,8,21,106
INN26058,1,0,Meal Plan 1,0,Room_Type 1,181,2018,10,11,120
INN26059,2,0,Meal Plan 1,0,Room_Type 1,60,2018,3,31,90.9
INN26060,2,0,Meal Plan 1,0,Room_Type 1,254,2018,9,29,100.3
INN26061,2,0,Meal Plan 1,0,Room_Type 1,20,2017,10,4,107
INN26062,2,0,Meal Plan 1,0,Room_Type 1,3,2018,2,26,31
INN26063,3,0,Not Selected,0,Room_Type 1,83,2018,3,21,97.75
INN26064,3,0,Meal Plan 1,0,Room_Type 4,4,2018,2,4,133
INN26065,2,0,Not Selected,0,Room_Type 1,18,2018,2,19,81
INN26066,2,0,Meal Plan 1,0,Room_Type 5,32,2018,9,13,137.52
INN26067,2,0,Meal Plan 1,0,Room_Type 4,120,2018,6,13,140.4
INN26068,1,0,Meal Plan 1,0,Room_Type 4,70,2018,9,15,149.4
INN26069,1,1,Meal Plan 1,0,Room_Type 4,69,2018,3,31,95.2
INN26070,2,0,Not Selected,0,Room_Type 1,122,2018,8,1,98.5
INN26071,2,0,Meal Plan 1,0,Room_Type 1,30,2017,10,5,97.92
INN26072,2,0,Meal Plan 1,0,Room_Type 1,38,2018,9,10,85.5
INN26073,2,0,Meal Plan 1,0,Room_Type 1,14,2018,11,18,107.67
INN26074,1,0,Meal Plan 1,0,Room_Type 1,188,2018,6,15,130
INN26075,1,0,Meal Plan 1,0,Room_Type 1,188,2018,6,15,130
INN26076,2,0,Meal Plan 1,0,Room_Type 1,43,2018,11,11,88.46
INN26077,2,0,Meal Plan 1,0,Room_Type 1,155,2018,7,8,72.25
INN26078,2,0,Meal Plan 1,0,Room_Type 2,180,2018,7,23,96.3
INN26079,3,0,Meal Plan 1,0,Room_Type 4,109,2018,6,8,129.59
INN26080,2,0,Meal Plan 1,0,Room_Type 1,116,2018,2,28,72
INN26081,2,0,Meal Plan 1,0,Room_Type 1,91,2018,7,24,114.3
INN26082,2,0,Not Selected,0,Room_Type 1,244,2018,9,29,89.4
INN26083,2,0,Meal Plan 1,0,Room_Type 1,15,2018,2,16,91
INN26084,2,0,Meal Plan 1,0,Room_Type 4,11,2018,4,6,130.33
INN26085,2,2,Meal Plan 1,1,Room_Type 6,213,2018,7,21,167.95
INN26086,2,0,Meal Plan 1,0,Room_Type 1,151,2018,3,20,59.5
INN26087,2,0,Meal Plan 1,0,Room_Type 1,13,2018,6,8,121
INN26088,2,0,Meal Plan 1,0,Room_Type 4,77,2018,4,16,107.95
INN26089,2,0,Meal Plan 1,0,Room_Type 1,12,2017,9,14,124
INN26090,2,0,Meal Plan 1,0,Room_Type 1,69,2018,3,20,59.5
INN26091,2,0,Meal Plan 1,0,Room_Type 4,167,2018,3,13,60
INN26092,0,2,Meal Plan 1,0,Room_Type 2,107,2018,9,24,127.38
INN26093,1,0,Meal Plan 1,0,Room_Type 1,3,2017,11,26,79
INN26094,2,0,Meal Plan 1,0,Room_Type 1,1,2018,5,10,83
INN26095,1,0,Meal Plan 1,0,Room_Type 1,118,2018,6,6,110
INN26096,2,0,Not Selected,0,Room_Type 1,52,2018,3,9,63.75
INN26097,2,0,Meal Plan 1,0,Room_Type 4,225,2018,6,28,103.46
INN26098,2,0,Meal Plan 1,0,Room_Type 1,37,2018,10,13,105
INN26099,2,0,Meal Plan 2,0,Room_Type 1,5,2017,8,15,94.5
INN26100,2,0,Meal Plan 2,0,Room_Type 1,296,2018,9,21,117
INN26101,2,0,Meal Plan 1,0,Room_Type 1,60,2018,3,20,75
INN26102,2,0,Meal Plan 1,0,Room_Type 1,30,2018,6,2,140
INN26103,1,0,Meal Plan 1,0,Room_Type 1,180,2018,10,10,120
INN26104,2,0,Meal Plan 1,0,Room_Type 1,10,2018,11,22,91.38
INN26105,1,0,Meal Plan 1,0,Room_Type 1,58,2018,1,27,81
INN26106,2,0,Meal Plan 1,0,Room_Type 1,198,2018,9,9,90
INN26107,2,0,Meal Plan 1,0,Room_Type 1,91,2018,4,4,80
INN26108,2,0,Meal Plan 1,0,Room_Type 2,76,2018,6,17,237.2
INN26109,2,0,Meal Plan 1,0,Room_Type 1,39,2018,2,29,60.1
INN26110,3,0,Meal Plan 1,0,Room_Type 4,15,2018,12,27,87.33
INN26111,2,0,Meal Plan 1,0,Room_Type 1,79,2018,3,21,96.3
INN26112,2,0,Not Selected,0,Room_Type 1,164,2018,9,19,116.1
INN26113,2,0,Meal Plan 2,0,Room_Type 4,2,2018,6,17,122.75
INN26114,1,0,Meal Plan 1,0,Room_Type 1,280,2018,9,19,100
INN26115,2,0,Meal Plan 1,0,Room_Type 1,166,2018,7,7,90.95
INN26116,1,0,Meal Plan 1,0,Room_Type 1,245,2018,7,6,110
INN26117,2,0,Meal Plan 1,0,Room_Type 4,29,2018,5,20,132.72
INN26118,2,0,Meal Plan 2,0,Room_Type 1,377,2018,10,14,115
INN26119,1,0,Meal Plan 1,0,Room_Type 1,19,2018,11,29,96
INN26120,1,0,Meal Plan 1,0,Room_Type 1,28,2017,11,3,75.18
INN26121,2,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,67
INN26122,2,0,Meal Plan 2,0,Room_Type 1,265,2018,6,24,115
INN26123,2,0,Meal Plan 2,0,Room_Type 1,86,2017,9,24,120
INN26124,1,0,Meal Plan 1,0,Room_Type 1,12,2018,5,29,81.62
INN26125,2,0,Not Selected,0,Room_Type 1,43,2018,11,12,79.48
INN26126,2,0,Meal Plan 2,0,Room_Type 1,301,2018,7,30,115
INN26127,1,0,Meal Plan 1,0,Room_Type 1,9,2018,3,30,82.92
INN26128,2,0,Meal Plan 1,0,Room_Type 1,189,2018,8,9,105.3
INN26129,2,0,Meal Plan 1,0,Room_Type 2,66,2018,10,20,108
INN26130,2,0,Not Selected,0,Room_Type 1,122,2018,6,30,85.5
INN26131,2,0,Meal Plan 1,0,Room_Type 1,57,2018,6,10,90.67
INN26132,2,0,Meal Plan 1,0,Room_Type 4,195,2018,8,30,109.8
INN26133,2,0,Meal Plan 1,0,Room_Type 4,11,2017,12,27,122.67
INN26134,2,0,Meal Plan 1,0,Room_Type 1,10,2017,9,12,136.14
INN26135,2,0,Meal Plan 1,0,Room_Type 1,115,2017,12,24,72.25
INN26136,2,0,Meal Plan 1,0,Room_Type 4,94,2018,4,14,105.3
INN26137,2,0,Meal Plan 1,0,Room_Type 4,93,2018,3,25,105.3
INN26138,1,0,Meal Plan 1,0,Room_Type 1,26,2018,6,28,65
INN26139,1,0,Meal Plan 1,0,Room_Type 1,7,2018,3,3,80
INN26140,2,0,Not Selected,0,Room_Type 1,33,2018,11,11,84.15
INN26141,2,1,Meal Plan 1,0,Room_Type 1,132,2018,7,13,114.75
INN26142,2,0,Meal Plan 1,0,Room_Type 1,35,2018,12,20,93.6
INN26143,2,0,Meal Plan 2,0,Room_Type 1,138,2017,8,22,94.5
INN26144,2,0,Meal Plan 1,0,Room_Type 1,16,2018,5,29,111
INN26145,2,1,Meal Plan 1,0,Room_Type 1,130,2018,7,16,103.56
INN26146,2,0,Meal Plan 1,0,Room_Type 1,23,2017,9,10,65.55
INN26147,2,0,Meal Plan 2,0,Room_Type 1,59,2018,11,18,127.8
INN26148,1,0,Meal Plan 1,0,Room_Type 1,10,2018,10,14,119
INN26149,1,0,Meal Plan 1,0,Room_Type 4,6,2018,8,3,90
INN26150,3,0,Meal Plan 1,0,Room_Type 4,101,2018,8,24,150.3
INN26151,2,0,Not Selected,0,Room_Type 1,40,2018,3,23,102.15
INN26152,2,0,Meal Plan 1,0,Room_Type 1,49,2018,1,15,69.22
INN26153,2,0,Meal Plan 2,0,Room_Type 4,3,2018,2,27,150.8
INN26154,2,0,Meal Plan 1,0,Room_Type 1,209,2018,8,21,90.95
INN26155,2,0,Meal Plan 1,0,Room_Type 1,82,2018,9,6,95
INN26156,3,0,Meal Plan 1,0,Room_Type 4,130,2018,6,9,159.3
INN26157,2,0,Meal Plan 2,0,Room_Type 1,34,2017,9,23,224.67
INN26158,1,0,Meal Plan 1,0,Room_Type 1,4,2018,3,18,62
INN26159,2,0,Meal Plan 2,0,Room_Type 1,93,2018,6,16,157.25
INN26160,2,0,Not Selected,0,Room_Type 1,13,2017,9,7,102.33
INN26161,2,0,Meal Plan 1,0,Room_Type 1,276,2018,9,22,116.33
INN26162,1,0,Meal Plan 1,0,Room_Type 4,36,2018,4,30,140.4
INN26163,2,0,Meal Plan 2,0,Room_Type 1,138,2017,8,22,94.5
INN26164,2,0,Meal Plan 1,0,Room_Type 1,44,2018,11,5,112
INN26165,2,0,Meal Plan 1,0,Room_Type 1,19,2018,5,2,130
INN26166,2,1,Meal Plan 1,0,Room_Type 1,260,2018,10,22,108.68
INN26167,2,0,Meal Plan 1,0,Room_Type 1,220,2018,10,5,112.65
INN26168,1,0,Meal Plan 2,0,Room_Type 1,6,2017,12,10,0
INN26169,3,0,Meal Plan 1,0,Room_Type 4,194,2018,8,14,130.05
INN26170,2,0,Meal Plan 1,0,Room_Type 1,87,2018,4,27,108.29
INN26171,2,0,Not Selected,0,Room_Type 1,76,2018,11,6,79.2
INN26172,1,0,Meal Plan 1,0,Room_Type 1,15,2018,2,19,81
INN26173,2,0,Meal Plan 1,0,Room_Type 1,4,2017,8,15,124
INN26174,2,0,Meal Plan 1,0,Room_Type 1,7,2017,9,19,126
INN26175,1,0,Meal Plan 1,1,Room_Type 1,0,2018,11,16,89.75
INN26176,2,0,Meal Plan 1,0,Room_Type 1,20,2018,7,23,151
INN26177,1,0,Meal Plan 1,0,Room_Type 1,4,2017,8,18,84
INN26178,2,0,Meal Plan 1,0,Room_Type 4,10,2018,5,8,126
INN26179,1,0,Meal Plan 1,0,Room_Type 1,86,2017,9,24,87.5
INN26180,2,0,Not Selected,0,Room_Type 1,13,2018,9,11,99
INN26181,2,2,Meal Plan 1,0,Room_Type 6,40,2018,4,6,189.9
INN26182,2,0,Meal Plan 1,1,Room_Type 1,90,2018,3,24,72.58
INN26183,2,0,Not Selected,0,Room_Type 1,44,2018,11,16,74.8
INN26184,2,0,Meal Plan 2,0,Room_Type 1,320,2018,8,18,115
INN26185,1,0,Meal Plan 1,0,Room_Type 1,17,2017,11,12,65
INN26186,2,0,Meal Plan 1,0,Room_Type 1,20,2018,10,4,85
INN26187,2,0,Not Selected,0,Room_Type 1,12,2018,10,29,129
INN26188,1,0,Meal Plan 1,0,Room_Type 1,118,2018,6,6,110
INN26189,1,0,Meal Plan 1,0,Room_Type 1,12,2017,8,5,60
INN26190,2,0,Meal Plan 1,0,Room_Type 1,315,2018,12,2,52
INN26191,2,0,Not Selected,0,Room_Type 1,45,2018,12,16,79.2
INN26192,2,0,Not Selected,0,Room_Type 1,4,2017,9,22,133
INN26193,1,0,Meal Plan 1,0,Room_Type 1,245,2018,7,6,110
INN26194,2,0,Meal Plan 1,0,Room_Type 2,3,2017,12,21,37.5
INN26195,2,0,Meal Plan 1,0,Room_Type 4,86,2018,9,3,90.95
INN26196,2,0,Meal Plan 1,0,Room_Type 4,29,2018,5,9,143.52
INN26197,2,0,Meal Plan 1,0,Room_Type 1,22,2018,6,30,85
INN26198,2,2,Meal Plan 1,0,Room_Type 6,198,2018,7,30,136.5
INN26199,2,0,Not Selected,0,Room_Type 1,21,2018,11,6,100
INN26200,2,0,Meal Plan 1,0,Room_Type 1,6,2018,10,27,95
INN26201,2,0,Meal Plan 1,0,Room_Type 1,44,2018,2,17,75
INN26202,2,0,Meal Plan 1,0,Room_Type 1,87,2018,7,1,114.3
INN26203,2,1,Meal Plan 1,0,Room_Type 1,0,2018,6,12,80.75
INN26204,1,0,Not Selected,0,Room_Type 1,25,2018,5,10,129
INN26205,2,0,Meal Plan 1,0,Room_Type 1,5,2018,12,10,107.5
INN26206,2,0,Meal Plan 1,0,Room_Type 1,322,2018,12,9,52
INN26207,2,0,Meal Plan 2,0,Room_Type 1,1,2017,9,4,108
INN26208,2,0,Meal Plan 1,0,Room_Type 1,60,2018,11,18,75
INN26209,2,0,Meal Plan 1,0,Room_Type 1,184,2017,10,12,89.25
INN26210,2,0,Meal Plan 1,0,Room_Type 1,27,2018,7,4,151
INN26211,2,0,Not Selected,0,Room_Type 1,152,2018,8,19,90.67
INN26212,2,0,Meal Plan 1,0,Room_Type 1,21,2018,3,9,93.5
INN26213,2,0,Not Selected,0,Room_Type 1,158,2018,7,25,89.25
INN26214,3,0,Meal Plan 1,0,Room_Type 4,135,2018,9,25,162
INN26215,2,0,Meal Plan 1,0,Room_Type 1,0,2018,7,30,84.8
INN26216,1,0,Meal Plan 1,0,Room_Type 4,10,2018,7,20,176
INN26217,1,0,Meal Plan 1,0,Room_Type 1,17,2018,10,3,95
INN26218,1,0,Meal Plan 1,0,Room_Type 1,54,2017,11,18,65
INN26219,2,0,Not Selected,0,Room_Type 1,80,2018,11,18,63.36
INN26220,2,0,Not Selected,0,Room_Type 1,275,2018,10,9,91.69
INN26221,2,0,Meal Plan 1,0,Room_Type 1,169,2018,4,22,77
INN26222,2,0,Meal Plan 1,0,Room_Type 1,6,2018,3,13,84
INN26223,2,0,Meal Plan 1,0,Room_Type 1,184,2018,10,17,90.9
INN26224,2,0,Meal Plan 2,0,Room_Type 1,88,2017,10,5,112.2
INN26225,2,0,Meal Plan 1,0,Room_Type 1,85,2018,10,6,85
INN26226,1,0,Meal Plan 1,0,Room_Type 1,12,2018,11,16,80.8
INN26227,2,0,Meal Plan 2,0,Room_Type 1,291,2018,8,19,115
INN26228,2,0,Not Selected,0,Room_Type 1,50,2018,2,11,51.09
INN26229,1,0,Not Selected,0,Room_Type 1,8,2018,12,16,78
INN26230,2,0,Meal Plan 1,0,Room_Type 1,211,2018,5,20,100
INN26231,1,0,Meal Plan 1,0,Room_Type 5,248,2018,10,31,106
INN26232,2,0,Meal Plan 1,0,Room_Type 1,90,2018,4,25,96.3
INN26233,2,0,Meal Plan 1,0,Room_Type 4,5,2018,2,21,67.05
INN26234,1,0,Meal Plan 1,1,Room_Type 1,52,2018,10,13,67
INN26235,1,0,Meal Plan 1,0,Room_Type 1,32,2017,11,20,73
INN26236,1,0,Meal Plan 1,0,Room_Type 1,47,2018,4,12,99.9
INN26237,2,0,Meal Plan 1,0,Room_Type 1,148,2018,4,29,71.37
INN26238,2,0,Meal Plan 1,0,Room_Type 1,59,2018,11,2,71.1
INN26239,2,0,Not Selected,0,Room_Type 1,35,2018,3,2,73.1
INN26240,2,0,Meal Plan 1,0,Room_Type 4,31,2017,10,26,81
INN26241,2,0,Meal Plan 1,0,Room_Type 1,0,2017,12,9,0
INN26242,2,0,Meal Plan 1,0,Room_Type 1,87,2017,7,10,58.9
INN26243,2,0,Not Selected,1,Room_Type 1,40,2018,9,9,134.1
INN26244,3,0,Meal Plan 1,0,Room_Type 4,105,2018,8,26,150.3
INN26245,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,5,95
INN26246,2,0,Meal Plan 1,0,Room_Type 1,99,2017,10,10,89.25
INN26247,2,0,Not Selected,0,Room_Type 1,147,2018,4,11,90.95
INN26248,2,0,Meal Plan 1,0,Room_Type 1,35,2018,3,3,83.9
INN26249,3,0,Meal Plan 1,0,Room_Type 4,149,2018,8,20,137.7
INN26250,2,0,Meal Plan 1,0,Room_Type 1,322,2018,5,19,80
INN26251,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,23,158
INN26252,1,0,Meal Plan 1,0,Room_Type 1,86,2017,9,24,87.5
INN26253,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,30,111.35
INN26254,2,0,Meal Plan 1,1,Room_Type 1,3,2018,1,2,102
INN26255,2,1,Meal Plan 1,0,Room_Type 1,31,2018,7,13,152.1
INN26256,2,2,Meal Plan 1,0,Room_Type 6,34,2018,4,29,198.9
INN26257,2,0,Meal Plan 1,0,Room_Type 1,91,2018,4,25,90.95
INN26258,2,0,Not Selected,0,Room_Type 1,73,2018,9,15,100
INN26259,2,0,Meal Plan 2,0,Room_Type 1,63,2017,9,4,116
INN26260,2,0,Meal Plan 1,0,Room_Type 1,2,2018,10,25,140
INN26261,2,0,Meal Plan 1,0,Room_Type 2,93,2018,10,29,81.5
INN26262,2,1,Not Selected,0,Room_Type 1,0,2017,8,19,97
INN26263,2,0,Meal Plan 1,0,Room_Type 4,51,2018,10,17,139.5
INN26264,3,0,Meal Plan 1,0,Room_Type 6,58,2018,9,26,152.08
INN26265,2,0,Meal Plan 1,0,Room_Type 4,148,2018,7,8,136.8
INN26266,2,0,Meal Plan 1,0,Room_Type 4,56,2018,4,21,130.05
INN26267,2,0,Meal Plan 1,0,Room_Type 1,159,2018,4,9,70
INN26268,1,0,Meal Plan 1,0,Room_Type 1,29,2018,5,17,90
INN26269,2,2,Meal Plan 1,0,Room_Type 6,31,2017,10,18,159.3
INN26270,2,0,Meal Plan 1,0,Room_Type 1,168,2018,4,22,85
INN26271,2,0,Meal Plan 1,0,Room_Type 2,14,2018,7,22,86.85
INN26272,2,0,Meal Plan 1,0,Room_Type 1,179,2018,7,17,90.95
INN26273,2,0,Not Selected,0,Room_Type 1,48,2018,10,17,126
INN26274,1,0,Meal Plan 2,0,Room_Type 1,301,2018,7,30,90
INN26275,2,0,Meal Plan 2,0,Room_Type 1,292,2018,7,21,115
INN26276,2,0,Meal Plan 1,0,Room_Type 4,64,2018,5,27,140.4
INN26277,2,0,Meal Plan 1,0,Room_Type 4,137,2018,6,28,103.7
INN26278,2,0,Meal Plan 1,0,Room_Type 1,2,2018,5,15,81.75
INN26279,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,100
INN26280,2,0,Meal Plan 1,0,Room_Type 1,51,2018,11,12,75
INN26281,3,0,Meal Plan 1,0,Room_Type 1,138,2018,7,16,137.7
INN26282,2,0,Meal Plan 1,0,Room_Type 1,66,2018,12,5,67.91
INN26283,2,2,Meal Plan 1,0,Room_Type 6,143,2018,7,8,246.6
INN26284,2,0,Meal Plan 1,0,Room_Type 1,141,2018,9,23,123.8
INN26285,2,0,Meal Plan 1,0,Room_Type 4,0,2018,8,27,129.83
INN26286,2,0,Meal Plan 2,0,Room_Type 1,137,2018,12,24,146.1
INN26287,2,0,Not Selected,0,Room_Type 1,0,2018,10,16,139
INN26288,1,0,Meal Plan 2,0,Room_Type 1,221,2018,8,12,73
INN26289,1,0,Meal Plan 1,0,Room_Type 1,34,2017,12,1,80
INN26290,2,0,Meal Plan 2,0,Room_Type 1,286,2018,9,16,117
INN26291,2,0,Not Selected,0,Room_Type 1,2,2018,5,29,0
INN26292,2,1,Meal Plan 1,0,Room_Type 1,73,2018,10,31,112.05
INN26293,3,0,Meal Plan 1,0,Room_Type 4,157,2018,10,7,133.6
INN26294,3,0,Meal Plan 1,0,Room_Type 1,7,2018,8,20,165
INN26295,2,0,Meal Plan 1,0,Room_Type 1,122,2018,4,15,85
INN26296,2,1,Meal Plan 1,1,Room_Type 1,14,2018,12,25,135
INN26297,2,0,Meal Plan 1,0,Room_Type 1,86,2017,9,24,105
INN26298,2,0,Not Selected,0,Room_Type 1,97,2018,4,25,80.75
INN26299,2,0,Meal Plan 1,0,Room_Type 1,143,2018,8,25,100
INN26300,2,0,Meal Plan 1,0,Room_Type 1,22,2017,9,15,105
INN26301,1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,2,88
INN26302,3,0,Meal Plan 1,0,Room_Type 1,56,2018,11,3,103.86
INN26303,2,0,Not Selected,0,Room_Type 1,45,2018,11,11,79.2
INN26304,2,0,Meal Plan 2,0,Room_Type 1,131,2017,8,15,94.5
INN26305,2,1,Meal Plan 1,0,Room_Type 2,9,2018,9,7,0
INN26306,2,0,Meal Plan 1,0,Room_Type 4,56,2017,11,19,60
INN26307,2,0,Meal Plan 1,0,Room_Type 1,96,2018,10,19,118.8
INN26308,1,0,Meal Plan 1,0,Room_Type 1,12,2018,3,7,86
INN26309,2,2,Meal Plan 2,0,Room_Type 6,15,2018,3,3,242.33
INN26310,3,0,Meal Plan 1,0,Room_Type 4,42,2018,4,24,134.98
INN26311,2,0,Meal Plan 1,0,Room_Type 4,50,2018,11,13,114
INN26312,1,0,Not Selected,0,Room_Type 1,1,2018,2,26,0
INN26313,1,0,Meal Plan 1,0,Room_Type 1,188,2018,6,15,130
INN26314,2,0,Not Selected,0,Room_Type 1,10,2018,11,14,87.5
INN26315,1,0,Meal Plan 2,0,Room_Type 1,220,2018,9,17,128
INN26316,2,1,Meal Plan 1,0,Room_Type 1,12,2018,2,27,111
INN26317,1,0,Meal Plan 1,0,Room_Type 1,164,2017,10,2,100
INN26318,2,0,Meal Plan 1,0,Room_Type 1,21,2017,10,7,85
INN26319,2,0,Meal Plan 1,0,Room_Type 1,121,2018,6,24,90
INN26320,2,0,Meal Plan 1,0,Room_Type 1,224,2017,10,2,65
INN26321,2,0,Meal Plan 1,0,Room_Type 1,38,2018,12,16,0
INN26322,2,0,Meal Plan 2,0,Room_Type 1,257,2017,7,1,101.5
INN26323,3,0,Meal Plan 1,0,Room_Type 4,14,2018,6,20,177
INN26324,2,0,Meal Plan 1,0,Room_Type 1,35,2018,12,7,68
INN26325,3,0,Meal Plan 2,0,Room_Type 4,100,2018,5,15,210.6
INN26326,1,0,Meal Plan 1,0,Room_Type 1,2,2018,1,27,0
INN26327,2,0,Meal Plan 1,0,Room_Type 2,8,2017,12,13,104.25
INN26328,2,2,Meal Plan 1,0,Room_Type 6,0,2017,8,31,155.33
INN26329,2,0,Meal Plan 1,0,Room_Type 1,148,2018,5,5,105.3
INN26330,2,0,Not Selected,0,Room_Type 1,0,2017,8,19,85.92
