ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,previous_cancellations,previous_bookings_not_canceled,avg_room_price,special_requests,status
931,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
932,1,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,115,0,Canceled
933,2,1,2,3,Meal Plan 1,0,Room_Type 1,0,0,168.5,2,Not_Canceled
934,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,80,1,Canceled
935,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,159,2,Not_Canceled
936,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,156,1,Not_Canceled
937,0,2,0,3,Meal Plan 1,0,Room_Type 2,0,0,6.67,1,Not_Canceled
938,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,80,0,Canceled
939,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,128.8,1,Not_Canceled
940,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,71.64,0,Not_Canceled
941,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,80.3,1,Not_Canceled
942,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
943,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,74.15,2,Not_Canceled
944,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,124,2,Not_Canceled
945,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,75,0,Canceled
946,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,168.3,2,Not_Canceled
947,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
948,2,0,0,4,Meal Plan 1,0,Room_Type 2,0,0,67.5,1,Canceled
949,2,0,0,3,Meal Plan 2,0,Room_Type 1,0,0,160,0,Not_Canceled
950,2,0,1,1,Not Selected,0,Room_Type 1,0,0,80.1,0,Canceled
951,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
952,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,126.9,2,Not_Canceled
953,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,115,0,Canceled
954,0,2,1,1,Meal Plan 1,0,Room_Type 2,0,0,81.5,2,Not_Canceled
955,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,166,1,Not_Canceled
956,1,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,143.3,1,Not_Canceled
957,2,2,2,1,Meal Plan 2,0,Room_Type 6,0,0,228.6,0,Canceled
958,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,107,0,Not_Canceled
959,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,130,1,Not_Canceled
960,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,96,1,Not_Canceled
961,2,0,2,1,Not Selected,0,Room_Type 1,0,0,91.51,1,Not_Canceled
962,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,90,2,Not_Canceled
963,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,107,0,Canceled
964,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,80,1,Not_Canceled
965,1,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
966,2,0,0,3,Not Selected,1,Room_Type 1,0,0,114.9,1,Not_Canceled
967,2,0,0,3,Meal Plan 2,0,Room_Type 1,0,0,90,1,Not_Canceled
968,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,75,0,Canceled
969,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
970,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,124,2,Not_Canceled
971,2,0,0,4,Not Selected,0,Room_Type 1,0,0,118.8,3,Not_Canceled
972,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,101,1,Not_Canceled
973,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,131,1,Not_Canceled
974,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,90,0,Not_Canceled
975,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
976,3,0,0,4,Meal Plan 1,1,Room_Type 4,0,0,146.7,2,Not_Canceled
977,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
978,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,118.8,1,Not_Canceled
979,2,0,1,2,Not Selected,0,Room_Type 1,0,0,69.9,0,Canceled
980,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,85.5,0,Not_Canceled
981,3,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,169,3,Not_Canceled
982,2,0,1,2,Meal Plan 1,1,Room_Type 1,0,0,126.9,1,Not_Canceled
983,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
984,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,114.5,2,Not_Canceled
985,1,0,2,2,Not Selected,0,Room_Type 1,0,0,141.53,2,Not_Canceled
986,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,88.7,0,Not_Canceled
987,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,89.25,0,Not_Canceled
988,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,0,0,0,Not_Canceled
989,2,0,1,2,Not Selected,0,Room_Type 1,0,0,161.1,2,Not_Canceled
990,2,0,0,2,Not Selected,0,Room_Type 1,0,0,81,1,Not_Canceled
991,3,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,144.5,1,Not_Canceled
992,1,0,2,3,Not Selected,0,Room_Type 1,0,0,103.5,0,Not_Canceled
993,2,1,1,2,Meal Plan 1,0,Room_Type 1,0,0,135,0,Canceled
994,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,102.15,1,Not_Canceled
995,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Canceled
996,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,0,0,Not_Canceled
997,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,86.4,1,Not_Canceled
998,2,0,2,3,Not Selected,0,Room_Type 1,0,0,66.53,1,Not_Canceled
999,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,79.54,1,Not_Canceled
1000,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,112.8,0,Canceled
1001,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,112.2,0,Not_Canceled
1002,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,75.6,0,Not_Canceled
1003,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,118.15,1,Not_Canceled
1004,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,121,2,Not_Canceled
1005,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,0,0,Not_Canceled
1006,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,95,1,Not_Canceled
1007,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,91,1,Canceled
1008,2,0,0,2,Not Selected,0,Room_Type 1,0,0,99.33,1,Not_Canceled
1009,3,1,0,4,Meal Plan 1,0,Room_Type 7,0,0,139.5,1,Not_Canceled
1010,3,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,150.33,0,Not_Canceled
1011,2,0,0,1,Not Selected,0,Room_Type 1,0,0,69.5,1,Not_Canceled
1012,2,0,0,2,Not Selected,0,Room_Type 1,0,0,94.5,1,Not_Canceled
1013,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
1014,2,0,0,4,Meal Plan 1,0,Room_Type 2,0,0,81.82,1,Canceled
1015,3,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
1016,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,123.8,0,Canceled
1017,2,1,1,3,Meal Plan 1,0,Room_Type 1,0,0,93,2,Not_Canceled
1018,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,116,0,Not_Canceled
1019,1,2,2,3,Meal Plan 1,0,Room_Type 6,0,0,215,0,Canceled
1020,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Canceled
1021,2,0,0,5,Meal Plan 1,0,Room_Type 1,0,0,114.66,1,Not_Canceled
1022,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,78,1,Not_Canceled
1023,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,110,0,Not_Canceled
1024,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
1025,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,89,0,Canceled
1026,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,167,0,Canceled
1027,2,0,0,1,Not Selected,0,Room_Type 1,0,0,89,0,Not_Canceled
1028,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,105.9,2,Not_Canceled
1029,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,90.95,0,Canceled
1030,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
1031,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,60,0,Not_Canceled
1032,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1033,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,105.3,1,Canceled
1034,2,0,1,0,Not Selected,0,Room_Type 1,0,0,108,3,Not_Canceled
1035,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,90.1,2,Canceled
1036,2,0,1,2,Not Selected,0,Room_Type 1,0,0,79,1,Canceled
1037,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,116.27,1,Not_Canceled
1038,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,106.25,0,Not_Canceled
1039,2,0,2,2,Not Selected,0,Room_Type 1,0,0,74.8,3,Not_Canceled
1040,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Canceled
1041,2,1,1,2,Meal Plan 1,0,Room_Type 1,0,0,149,0,Canceled
1042,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,106.8,0,Not_Canceled
1043,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,76.67,1,Not_Canceled
1044,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,105.3,0,Canceled
1045,2,0,1,5,Meal Plan 1,0,Room_Type 1,0,0,105,2,Not_Canceled
1046,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,0,0,Not_Canceled
1047,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,89,0,Canceled
1048,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,86,1,Not_Canceled
1049,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,1,80,0,Not_Canceled
1050,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,90.9,1,Not_Canceled
1051,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,100,0,Canceled
1052,2,1,2,0,Not Selected,0,Room_Type 1,0,0,107.1,1,Not_Canceled
1053,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,89,1,Not_Canceled
1054,2,0,0,5,Not Selected,0,Room_Type 1,0,0,103.5,0,Canceled
1055,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,118.5,1,Not_Canceled
1056,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
1057,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,115,0,Canceled
1058,2,0,0,1,Not Selected,0,Room_Type 1,0,0,79.2,1,Not_Canceled
1059,2,0,0,4,Meal Plan 2,0,Room_Type 1,0,0,105,0,Not_Canceled
1060,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,72,1,Not_Canceled
1061,1,0,0,4,Not Selected,0,Room_Type 1,0,0,121.5,1,Not_Canceled
1062,1,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,98.21,0,Not_Canceled
1063,2,0,1,1,Not Selected,0,Room_Type 1,0,0,89.1,1,Not_Canceled
1064,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,77.53,0,Not_Canceled
1065,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,0,0,Not_Canceled
1066,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,135.9,1,Not_Canceled
1067,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,134,1,Not_Canceled
1068,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,103,1,Not_Canceled
1069,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,90,0,Canceled
1070,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1071,2,1,1,0,Meal Plan 1,0,Room_Type 1,0,0,111.6,2,Not_Canceled
1072,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Canceled
1073,3,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,180.5,0,Canceled
1074,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,49.74,0,Canceled
1075,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,110.15,1,Not_Canceled
1076,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1077,2,0,1,5,Meal Plan 1,0,Room_Type 1,0,0,142,0,Canceled
1078,2,0,1,2,Not Selected,0,Room_Type 1,0,0,122.33,0,Canceled
1079,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
1080,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,80.3,0,Not_Canceled
1081,2,0,0,1,Not Selected,0,Room_Type 1,0,0,125.1,1,Not_Canceled
1082,2,0,2,3,Meal Plan 1,0,Room_Type 2,0,0,95.79,1,Not_Canceled
1083,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,115,0,Canceled
1084,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,96,1,Canceled
1085,2,0,0,2,Not Selected,0,Room_Type 1,0,0,110,1,Canceled
1086,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
1087,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,104.72,1,Not_Canceled
1088,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,121,0,Not_Canceled
1089,2,0,0,5,Meal Plan 1,0,Room_Type 1,0,0,90.95,1,Canceled
1090,2,0,0,3,Not Selected,0,Room_Type 1,0,0,88,0,Canceled
1091,2,0,0,1,Meal Plan 1,1,Room_Type 1,0,0,114.3,1,Not_Canceled
1092,2,0,0,5,Meal Plan 1,0,Room_Type 4,0,0,62,1,Not_Canceled
1093,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
1094,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,73.95,0,Not_Canceled
1095,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,60.5,1,Not_Canceled
1096,3,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1097,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,88.83,1,Canceled
1098,1,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
1099,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,58,1,Not_Canceled
1100,3,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,137.7,2,Not_Canceled
1101,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,58.9,0,Not_Canceled
1102,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,4,66,0,Not_Canceled
1103,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,110,0,Not_Canceled
1104,3,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,98.1,0,Not_Canceled
1105,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1106,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,143.33,0,Canceled
1107,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,0,0,Not_Canceled
1108,3,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,96.9,1,Not_Canceled
1109,1,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,72.5,0,Canceled
1110,1,0,1,2,Not Selected,0,Room_Type 1,0,0,87.78,1,Not_Canceled
1111,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,105,1,Not_Canceled
1112,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,88.8,0,Canceled
1113,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,89.25,2,Not_Canceled
1114,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1115,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90,0,Not_Canceled
1116,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,107,0,Canceled
1117,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,160,0,Not_Canceled
1118,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,113.6,0,Canceled
1119,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,0,Canceled
1120,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,90,1,Not_Canceled
1121,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,72.25,0,Not_Canceled
1122,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,95.24,1,Not_Canceled
1123,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1124,1,0,0,3,Not Selected,0,Room_Type 1,0,0,117.67,0,Canceled
1125,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,139.5,1,Canceled
1126,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,73,0,Not_Canceled
1127,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
1128,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,130,0,Canceled
1129,2,0,2,5,Not Selected,0,Room_Type 1,0,0,90.34,1,Not_Canceled
1130,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,101.88,1,Canceled
1131,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,75.95,1,Not_Canceled
1132,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
1133,2,0,2,2,Meal Plan 1,0,Room_Type 2,0,0,67.66,0,Canceled
1134,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
1135,2,1,2,4,Meal Plan 1,0,Room_Type 1,0,0,115.03,2,Not_Canceled
1136,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,0,206,0,Not_Canceled
1137,2,0,0,5,Meal Plan 1,0,Room_Type 1,0,0,90,1,Not_Canceled
1138,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
1139,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
1140,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,73,0,Not_Canceled
1141,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,107,1,Not_Canceled
1142,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,95.67,0,Not_Canceled
1143,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,105.64,1,Not_Canceled
1144,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,90,1,Not_Canceled
1145,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,75.3,0,Canceled
1146,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,121.33,1,Canceled
1147,2,1,1,5,Meal Plan 1,1,Room_Type 1,0,0,104,2,Not_Canceled
1148,1,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,120,0,Not_Canceled
1149,2,2,1,2,Meal Plan 1,0,Room_Type 6,0,0,115.67,3,Not_Canceled
1150,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,133,1,Canceled
1151,3,0,0,3,Not Selected,0,Room_Type 1,0,0,183.5,0,Not_Canceled
1152,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,107.95,0,Not_Canceled
1153,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,80,0,Not_Canceled
1154,1,0,0,4,Not Selected,0,Room_Type 1,0,0,120.06,1,Not_Canceled
1155,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,68,1,Canceled
1156,1,0,0,1,Not Selected,0,Room_Type 1,0,0,67.6,1,Not_Canceled
1157,2,0,0,1,Meal Plan 1,1,Room_Type 4,0,0,93.45,1,Not_Canceled
1158,2,0,0,0,Meal Plan 1,0,Room_Type 1,0,0,0,1,Not_Canceled
1159,2,0,1,1,Meal Plan 1,1,Room_Type 1,0,0,105.3,1,Not_Canceled
1160,2,0,0,4,Not Selected,0,Room_Type 1,0,0,159.38,2,Not_Canceled
1161,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1162,3,0,2,7,Meal Plan 1,0,Room_Type 4,0,0,127.22,1,Canceled
1163,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
1164,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
1165,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,90.95,2,Canceled
1166,2,0,0,2,Not Selected,0,Room_Type 1,0,0,94.5,0,Canceled
1167,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,0,240,1,Not_Canceled
1168,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,143.2,2,Not_Canceled
1169,1,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,68.85,1,Not_Canceled
1170,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,88.4,1,Not_Canceled
1171,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,76.5,0,Canceled
1172,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,123,0,Not_Canceled
1173,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,120,1,Canceled
1174,2,1,2,3,Meal Plan 1,0,Room_Type 1,0,0,122.91,0,Not_Canceled
1175,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1176,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,0,0,Not_Canceled
1177,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,72,1,Not_Canceled
1178,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,135.9,1,Canceled
1179,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
1180,1,0,1,3,Meal Plan 1,0,Room_Type 5,0,0,107,0,Not_Canceled
1181,2,1,1,2,Meal Plan 1,0,Room_Type 1,0,0,169,2,Not_Canceled
1182,2,0,1,2,Not Selected,0,Room_Type 1,0,0,79.2,1,Canceled
1183,2,0,3,7,Not Selected,0,Room_Type 1,0,0,75.99,0,Not_Canceled
1184,2,0,1,2,Not Selected,0,Room_Type 1,0,0,87.3,1,Not_Canceled
1185,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90,0,Not_Canceled
1186,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,87.3,0,Canceled
1187,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,0,105.4,2,Not_Canceled
1188,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,63.75,0,Not_Canceled
1189,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
1190,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,95,0,Canceled
1191,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,95,0,Canceled
1192,2,0,2,1,Not Selected,0,Room_Type 1,0,0,85.5,2,Not_Canceled
1193,2,0,1,3,Not Selected,0,Room_Type 1,0,0,115,0,Not_Canceled
1194,2,0,1,0,Not Selected,0,Room_Type 1,0,0,99,2,Not_Canceled
1195,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
1196,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,105.3,0,Not_Canceled
1197,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,88.4,3,Not_Canceled
1198,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,90.95,0,Canceled
1199,3,0,1,0,Meal Plan 1,0,Room_Type 4,0,0,127,1,Not_Canceled
1200,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,1,79,1,Not_Canceled
1201,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,90.45,0,Canceled
1202,2,0,2,5,Not Selected,0,Room_Type 1,0,0,85.61,0,Canceled
1203,2,0,1,2,Meal Plan 1,0,Room_Type 2,0,0,102.58,0,Not_Canceled
1204,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,88.4,0,Not_Canceled
1205,1,0,0,1,Meal Plan 1,0,Room_Type 5,0,0,140,0,Not_Canceled
1206,2,0,2,1,Not Selected,0,Room_Type 1,0,0,120.33,2,Not_Canceled
1207,2,0,0,2,Meal Plan 1,1,Room_Type 4,0,0,158.4,1,Not_Canceled
1208,2,0,1,0,Not Selected,0,Room_Type 1,0,0,89,1,Not_Canceled
1209,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,65,0,Not_Canceled
1210,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,72,0,Canceled
1211,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,101.8,0,Canceled
1212,2,0,2,3,Not Selected,0,Room_Type 1,0,0,75.27,0,Not_Canceled
1213,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,96.3,1,Canceled
1214,2,0,0,1,Not Selected,0,Room_Type 1,0,0,85.5,0,Canceled
1215,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,80,0,Canceled
1216,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,70,0,Canceled
1217,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,87,1,Not_Canceled
1218,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,79,1,Not_Canceled
1219,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,85.67,0,Not_Canceled
1220,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,40.67,1,Not_Canceled
1221,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1222,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
1223,1,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,108.11,1,Canceled
1224,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Canceled
1225,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,86.36,0,Not_Canceled
1226,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,106.2,1,Canceled
1227,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,80,0,Not_Canceled
1228,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Canceled
1229,2,1,0,2,Meal Plan 1,0,Room_Type 4,0,0,156,3,Not_Canceled
1230,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,100.3,1,Canceled
1231,2,0,0,3,Meal Plan 2,0,Room_Type 4,0,0,159,1,Canceled
1232,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,103,2,Not_Canceled
1233,2,0,1,0,Not Selected,0,Room_Type 1,0,0,56.47,0,Not_Canceled
1234,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,0,156.6,1,Not_Canceled
1235,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,93.09,1,Canceled
1236,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,80.75,0,Canceled
